crown_uid,area,source_file,source_index,orig_crown_id,crown_num,species_raw,species_clean,species_status,tree_type_raw,health_class,field_status,field_description,lon,lat,label_esd,label_deciduous,label_acacia,label_yellow_strict,label_yellow_broad,label_red_showy,label_showy_flower
A4:crown_0013,A4,A4_master.geojson,12,crown_0013,13,,,missing,,,,,77.19876911343964,28.5427117344088,-1,-1,-1,-1,-1,-1,-1
A4:crown_0014,A4,A4_master.geojson,13,crown_0014,14,,,missing,,,,,77.19872545543609,28.54319018623473,-1,-1,-1,-1,-1,-1,-1
A4:crown_0015,A4,A4_master.geojson,14,crown_0015,15,Arjun,Arjun,clean,,,,,77.19908111894203,28.543305136479052,2,1,0,0,0,0,0
A4:crown_0016,A4,A4_master.geojson,15,crown_0016,16,,,missing,,,,,77.1990239867998,28.54345974426933,-1,-1,-1,-1,-1,-1,-1
A4:crown_0017,A4,A4_master.geojson,16,crown_0017,17,Arjun,Arjun,clean,,,,,77.1985054410741,28.54334167937513,2,1,0,0,0,0,0
A4:crown_0018,A4,A4_master.geojson,17,crown_0018,18,Banyan,Banyan,clean,,,,,77.19907157736003,28.543544864621616,1,0,0,0,0,0,0
A4:crown_0019,A4,A4_master.geojson,18,crown_0019,19,,,missing,,,,,77.19892470031765,28.543365198721318,-1,-1,-1,-1,-1,-1,-1
A4:crown_0020,A4,A4_master.geojson,19,crown_0020,20,,,missing,,,,,77.1985123602804,28.543409028470762,-1,-1,-1,-1,-1,-1,-1
A4:crown_0021,A4,A4_master.geojson,20,crown_0021,21,Pilkhan,Pilkhan,clean,,,,,77.19926508155325,28.54271043419373,2,1,0,0,0,0,0
A4:crown_0022,A4,A4_master.geojson,21,crown_0022,22,,,missing,,,,,77.19943959379438,28.54325180062588,-1,-1,-1,-1,-1,-1,-1
A4:crown_0023,A4,A4_master.geojson,22,crown_0023,23,,,missing,,,,,77.19950876724187,28.542963384986873,-1,-1,-1,-1,-1,-1,-1
A4:crown_0024,A4,A4_master.geojson,23,crown_0024,24,,,missing,,,,,77.19953543920495,28.542813388880475,-1,-1,-1,-1,-1,-1,-1
A4:crown_0025,A4,A4_master.geojson,24,crown_0025,25,Pilkhan,Pilkhan,clean,,,,,77.1995549206011,28.543020578804903,2,1,0,0,0,0,0
A4:crown_0026,A4,A4_master.geojson,25,crown_0026,26,,,missing,,,,,77.19914129658751,28.542924935428292,-1,-1,-1,-1,-1,-1,-1
A4:crown_0027,A4,A4_master.geojson,26,crown_0027,27,,,missing,,,,,77.19940628076232,28.5427549559906,-1,-1,-1,-1,-1,-1,-1
A4:crown_0028,A4,A4_master.geojson,27,crown_0028,28,,,missing,,,,,77.19920204952426,28.54304340591239,-1,-1,-1,-1,-1,-1,-1
A4:crown_0029,A4,A4_master.geojson,28,crown_0029,29,,,missing,,,,,77.19935907607939,28.542848004401247,-1,-1,-1,-1,-1,-1,-1
A4:crown_0030,A4,A4_master.geojson,29,crown_0030,30,Cassia,Cassia,clean,,,,,77.1995033856865,28.542677784279423,-1,-1,0,-1,-1,-1,-1
A4:crown_0031,A4,A4_master.geojson,30,crown_0031,31,Kasod,Kasod,clean,,,,,77.19950745106122,28.543625549784636,-1,-1,0,1,1,0,1
A4:crown_0032,A4,A4_master.geojson,31,crown_0032,32,Siris,Siris,clean,,,,,77.19961476736977,28.543622888036097,2,1,0,0,1,0,1
A4:crown_0033,A4,A4_master.geojson,32,crown_0033,33,Ashok,Ashok,clean,,,,,77.19918844791862,28.54345352405921,0,0,0,0,0,0,0
A4:crown_0034,A4,A4_master.geojson,33,crown_0034,34,Neem,Neem,clean,,,,,77.19930844704285,28.543459058842902,1,0,0,0,0,0,0
A4:crown_0035,A4,A4_master.geojson,34,crown_0035,35,,,missing,,,,,77.19920190455476,28.54354839855804,-1,-1,-1,-1,-1,-1,-1
A4:crown_0036,A4,A4_master.geojson,35,crown_0036,36,Ashok,Ashok,clean,,,,,77.19941115109084,28.54369477056191,0,0,0,0,0,0,0
A4:crown_0037,A4,A4_master.geojson,36,crown_0037,37,,,missing,,,,,77.19934867184355,28.543569381396356,-1,-1,-1,-1,-1,-1,-1
A4:crown_0038,A4,A4_master.geojson,37,crown_0038,38,Ashok,Ashok,clean,,,,,77.1996074724339,28.54332260982487,0,0,0,0,0,0,0
A4:crown_0039,A4,A4_master.geojson,38,crown_0039,39,Neem,Neem,clean,,,,,77.19923831106469,28.54330878349209,1,0,0,0,0,0,0
A4:crown_0040,A4,A4_master.geojson,39,crown_0040,40,,,missing,,,,,77.1996146696125,28.54378472242427,-1,-1,-1,-1,-1,-1,-1
A4:crown_0041,A4,A4_master.geojson,40,crown_0041,41,,,missing,,,,,77.19929527197989,28.544077287270806,-1,-1,-1,-1,-1,-1,-1
A4:crown_0042,A4,A4_master.geojson,41,crown_0042,42,,,missing,,,,,77.19916641181403,28.543891825855724,-1,-1,-1,-1,-1,-1,-1
A4:crown_0043,A4,A4_master.geojson,42,crown_0043,43,,,missing,,,,,77.1994824241338,28.543812239355894,-1,-1,-1,-1,-1,-1,-1
A4:crown_0044,A4,A4_master.geojson,43,crown_0044,44,Pilkhan,Pilkhan,clean,,,,,77.1992844224285,28.543827658301694,2,1,0,0,0,0,0
A4:crown_0045,A4,A4_master.geojson,44,crown_0045,45,,,missing,,,,,77.19951682478747,28.54373810832822,-1,-1,-1,-1,-1,-1,-1
A4:crown_0046,A4,A4_master.geojson,45,crown_0046,46,,,missing,,,,,77.19931754754717,28.54412460947215,-1,-1,-1,-1,-1,-1,-1
A4:crown_0047,A4,A4_master.geojson,46,crown_0047,47,,,missing,,,,,77.19959102705157,28.544076769592508,-1,-1,-1,-1,-1,-1,-1
A4:crown_0048,A4,A4_master.geojson,47,crown_0048,48,,,missing,,,,,77.19955810760969,28.544012388434513,-1,-1,-1,-1,-1,-1,-1
A4:crown_0049,A4,A4_master.geojson,48,crown_0049,49,,,missing,,,,,77.19932268987573,28.543934987330818,-1,-1,-1,-1,-1,-1,-1
A4:crown_0050,A4,A4_master.geojson,49,crown_0050,50,,,missing,,,,,77.19938000552982,28.54384074178314,-1,-1,-1,-1,-1,-1,-1
A4:crown_0051,A4,A4_master.geojson,50,crown_0051,51,,,missing,,,,,77.19928413356463,28.544029367608346,-1,-1,-1,-1,-1,-1,-1
A4:crown_0052,A4,A4_master.geojson,51,crown_0052,52,,,missing,,,,,77.19937420081489,28.544043448154323,-1,-1,-1,-1,-1,-1,-1
A4:crown_0053,A4,A4_master.geojson,52,crown_0053,53,,,missing,,,,,77.19903792655107,28.543663347866083,-1,-1,-1,-1,-1,-1,-1
A4:crown_0054,A4,A4_master.geojson,53,crown_0054,54,,,missing,,,,,77.19945239025051,28.54345542016912,-1,-1,-1,-1,-1,-1,-1
A4:crown_0055,A4,A4_master.geojson,54,crown_0055,55,,,missing,,,,,77.19942951268997,28.543742764188227,-1,-1,-1,-1,-1,-1,-1
A4:crown_0056,A4,A4_master.geojson,55,crown_0056,56,,,missing,,,,,77.19946579573016,28.54403793500058,-1,-1,-1,-1,-1,-1,-1
A4:crown_0057,A4,A4_master.geojson,56,crown_0057,57,,,missing,,,,,77.19946173206316,28.544464546961727,-1,-1,-1,-1,-1,-1,-1
A4:crown_0058,A4,A4_master.geojson,57,crown_0058,58,,,missing,,,,,77.19939377809726,28.544406242704728,-1,-1,-1,-1,-1,-1,-1
A4:crown_0059,A4,A4_master.geojson,58,crown_0059,59,,,missing,,,,,77.19965725175089,28.544199607302637,-1,-1,-1,-1,-1,-1,-1
A4:crown_0060,A4,A4_master.geojson,59,crown_0060,60,,,missing,,,,,77.19955637493298,28.544436730136812,-1,-1,-1,-1,-1,-1,-1
A4:crown_0061,A4,A4_master.geojson,60,crown_0061,61,,,missing,,,,,77.19962660627583,28.54413796381547,-1,-1,-1,-1,-1,-1,-1
A4:crown_0062,A4,A4_master.geojson,61,crown_0062,62,,,missing,,,,,77.1991842615132,28.54451187894181,-1,-1,-1,-1,-1,-1,-1
A4:crown_0063,A4,A4_master.geojson,62,crown_0063,63,,,missing,,,,,77.19920685592254,28.54443739799354,-1,-1,-1,-1,-1,-1,-1
A4:crown_0064,A4,A4_master.geojson,63,crown_0064,64,,,missing,,,,,77.19961118607857,28.544368407774872,-1,-1,-1,-1,-1,-1,-1
A4:crown_0065,A4,A4_master.geojson,64,crown_0065,65,,,missing,,,,,77.19927247449743,28.54450319100786,-1,-1,-1,-1,-1,-1,-1
A4:crown_0066,A4,A4_master.geojson,65,crown_0066,66,,,missing,,,,,77.19933704532168,28.544173705409936,-1,-1,-1,-1,-1,-1,-1
A4:crown_0067,A4,A4_master.geojson,66,crown_0067,67,,,missing,,,,,77.19947616244798,28.54436031089368,-1,-1,-1,-1,-1,-1,-1
A4:crown_0068,A4,A4_master.geojson,67,crown_0068,68,,,missing,,,,,77.19953096833545,28.544162513826084,-1,-1,-1,-1,-1,-1,-1
A4:crown_0069,A4,A4_master.geojson,68,crown_0069,69,,,missing,,,,,77.19915726588872,28.544025930634845,-1,-1,-1,-1,-1,-1,-1
A4:crown_0070,A4,A4_master.geojson,69,crown_0070,70,,,missing,,,,,77.19945081009823,28.54418413728905,-1,-1,-1,-1,-1,-1,-1
A4:crown_0071,A4,A4_master.geojson,70,crown_0071,71,,,missing,,,,,77.19931442425792,28.544431885635902,-1,-1,-1,-1,-1,-1,-1
A4:crown_0072,A4,A4_master.geojson,71,crown_0072,72,,,missing,,,,,77.19936590203959,28.54432438483778,-1,-1,-1,-1,-1,-1,-1
A4:crown_0073,A4,A4_master.geojson,72,crown_0073,73,,,missing,,,,,77.19904736728577,28.544659742451593,-1,-1,-1,-1,-1,-1,-1
A4:crown_0074,A4,A4_master.geojson,73,crown_0074,74,,,missing,,,,,77.19917452702116,28.544641706776076,-1,-1,-1,-1,-1,-1,-1
A4:crown_0075,A4,A4_master.geojson,74,crown_0075,75,,,missing,,,,,77.19931457713592,28.54482719164766,-1,-1,-1,-1,-1,-1,-1
A4:crown_0076,A4,A4_master.geojson,75,crown_0076,76,,,missing,,,,,77.19946054158076,28.54436124298998,-1,-1,-1,-1,-1,-1,-1
A4:crown_0077,A4,A4_master.geojson,76,crown_0077,77,Jamun,Jamun,clean,,,,,77.1996681232596,28.54280281636942,0,0,0,0,0,0,0
A4:crown_0078,A4,A4_master.geojson,77,crown_0078,78,,,missing,,,,,77.19996952769635,28.542821806213567,-1,-1,-1,-1,-1,-1,-1
A4:crown_0079,A4,A4_master.geojson,78,crown_0079,79,,,missing,,,,,77.19934991592304,28.542586205281175,-1,-1,-1,-1,-1,-1,-1
A4:crown_0080,A4,A4_master.geojson,79,crown_0080,80,,,missing,,,,,77.19987649916658,28.54247486509765,-1,-1,-1,-1,-1,-1,-1
A4:crown_0081,A4,A4_master.geojson,80,crown_0081,81,,,missing,,,,,77.19992367082219,28.54229457997266,-1,-1,-1,-1,-1,-1,-1
A4:crown_0082,A4,A4_master.geojson,81,crown_0082,82,,,missing,,,,,77.19949387556997,28.542577936531725,-1,-1,-1,-1,-1,-1,-1
A4:crown_0083,A4,A4_master.geojson,82,crown_0083,83,,,missing,,,,,77.19965081731401,28.542697676627792,-1,-1,-1,-1,-1,-1,-1
A4:crown_0084,A4,A4_master.geojson,83,crown_0084,84,,,missing,,,,,77.19973871739536,28.542471873141128,-1,-1,-1,-1,-1,-1,-1
A4:crown_0085,A4,A4_master.geojson,84,crown_0085,85,,,missing,,,,,77.19976598944864,28.542394429132948,-1,-1,-1,-1,-1,-1,-1
A4:crown_0086,A4,A4_master.geojson,85,crown_0086,86,,,missing,,,,,77.200039536813,28.542524858946848,-1,-1,-1,-1,-1,-1,-1
A4:crown_0087,A4,A4_master.geojson,86,crown_0087,87,,,missing,,,,,77.19976744011437,28.542628182998563,-1,-1,-1,-1,-1,-1,-1
A4:crown_0088,A4,A4_master.geojson,87,crown_0088,88,,,missing,,,,,77.19960037717387,28.54240922345768,-1,-1,-1,-1,-1,-1,-1
A4:crown_0089,A4,A4_master.geojson,88,crown_0089,89,,,missing,,,,,77.19977781259213,28.542339898042663,-1,-1,-1,-1,-1,-1,-1
A4:crown_0090,A4,A4_master.geojson,89,crown_0090,90,,,missing,,,,,77.19999645647817,28.542485387376097,-1,-1,-1,-1,-1,-1,-1
A4:crown_0091,A4,A4_master.geojson,90,crown_0091,91,,,missing,,,,,77.19991975753273,28.542382001586066,-1,-1,-1,-1,-1,-1,-1
A4:crown_0092,A4,A4_master.geojson,91,crown_0092,92,,,missing,,,,,77.19992539415222,28.542709373993066,-1,-1,-1,-1,-1,-1,-1
A4:crown_0093,A4,A4_master.geojson,92,crown_0093,93,,,missing,,,,,77.19952468690103,28.542569182377623,-1,-1,-1,-1,-1,-1,-1
A4:crown_0094,A4,A4_master.geojson,93,crown_0094,94,Neem,Neem,clean,,,,,77.20006066099512,28.54257248977108,1,0,0,0,0,0,0
A4:crown_0095,A4,A4_master.geojson,94,crown_0095,95,,,missing,,,,,77.19991804770643,28.542923955905767,-1,-1,-1,-1,-1,-1,-1
A4:crown_0096,A4,A4_master.geojson,95,crown_0096,96,Neem,Neem,clean,,,,,77.19968803647214,28.54297765909643,1,0,0,0,0,0,0
A4:crown_0097,A4,A4_master.geojson,96,crown_0097,97,Pilkhan,Pilkhan,clean,,,,,77.19961533010392,28.543183625043785,2,1,0,0,0,0,0
A4:crown_0098,A4,A4_master.geojson,97,crown_0098,98,,,missing,,,,,77.19981862076206,28.543086985678123,-1,-1,-1,-1,-1,-1,-1
A4:crown_0099,A4,A4_master.geojson,98,crown_0099,99,Maulsari,Maulsari,clean,,,,,77.19976045353197,28.542965247753703,0,0,0,0,0,0,0
A4:crown_0100,A4,A4_master.geojson,99,crown_0100,100,Arjun,Arjun,clean,,,,,77.19972033848087,28.543128003697632,2,1,0,0,0,0,0
A4:crown_0101,A4,A4_master.geojson,100,crown_0101,101,Mahneem,Mahneem,clean,,,,,77.19951008267184,28.54311101662485,-1,-1,0,-1,-1,-1,-1
A4:crown_0102,A4,A4_master.geojson,101,crown_0102,102,Neem/Peepal,,ambiguous_or_unknown,,,,,77.19980901460265,28.543634204866812,-1,-1,-1,-1,-1,-1,-1
A4:crown_0103,A4,A4_master.geojson,102,crown_0103,103,Kasod,Kasod,clean,,,,,77.19975642554024,28.543269838322555,-1,-1,0,1,1,0,1
A4:crown_0104,A4,A4_master.geojson,103,crown_0104,104,,,missing,,,,,77.19966080716783,28.543686490546694,-1,-1,-1,-1,-1,-1,-1
A4:crown_0105,A4,A4_master.geojson,104,crown_0105,105,,,missing,,,,,77.1997117534149,28.543547146674594,-1,-1,-1,-1,-1,-1,-1
A4:crown_0106,A4,A4_master.geojson,105,crown_0106,106,Gulmohar,Gulmohar,clean,,,,,77.19988904989653,28.54329395176661,2,1,0,0,0,1,1
A4:crown_0107,A4,A4_master.geojson,106,crown_0107,107,,,missing,,,,,77.1998241532177,28.543368300679386,-1,-1,-1,-1,-1,-1,-1
A4:crown_0108,A4,A4_master.geojson,107,crown_0108,108,Siris,Siris,clean,,,,,77.19986265802277,28.543542220074517,2,1,0,0,1,0,1
A4:crown_0109,A4,A4_master.geojson,108,crown_0109,109,,,missing,,,,,77.19942781189103,28.54356596002342,-1,-1,-1,-1,-1,-1,-1
A4:crown_0110,A4,A4_master.geojson,109,crown_0110,110,,,missing,,,,,77.20009186125917,28.543344424167238,-1,-1,-1,-1,-1,-1,-1
A4:crown_0111,A4,A4_master.geojson,110,crown_0111,111,"Bel, next to Moringa",,ambiguous_or_unknown,,,,,77.19986169755093,28.54403631627514,-1,-1,-1,-1,-1,-1,-1
A4:crown_0112,A4,A4_master.geojson,111,crown_0112,112,"Mango, Jamun",,ambiguous_or_unknown,,,,,77.19991063441097,28.543788855909916,-1,-1,-1,-1,-1,-1,-1
A4:crown_0113,A4,A4_master.geojson,112,crown_0113,113,Neem,Neem,clean,,,,,77.2000092037954,28.544017858727905,1,0,0,0,0,0,0
A4:crown_0114,A4,A4_master.geojson,113,crown_0114,114,,,missing,,,,,77.19994590424898,28.54395354049921,-1,-1,-1,-1,-1,-1,-1
A4:crown_0115,A4,A4_master.geojson,114,crown_0115,115,"Neem, Ashok",,ambiguous_or_unknown,,,,,77.1998082944738,28.543980088924442,-1,-1,-1,-1,-1,-1,-1
A4:crown_0116,A4,A4_master.geojson,115,crown_0116,116,,,missing,,,,,77.19962617155457,28.543922689753046,-1,-1,-1,-1,-1,-1,-1
A4:crown_0117,A4,A4_master.geojson,116,crown_0117,117,"Mango, Jamun",,ambiguous_or_unknown,,,,,77.19966114525586,28.5440838057934,-1,-1,-1,-1,-1,-1,-1
A4:crown_0118,A4,A4_master.geojson,117,crown_0118,118,,,missing,,,,,77.2000252495081,28.5439854484212,-1,-1,-1,-1,-1,-1,-1
A4:crown_0119,A4,A4_master.geojson,118,crown_0119,119,,,missing,,,,,77.19970024783774,28.54400139762424,-1,-1,-1,-1,-1,-1,-1
A4:crown_0120,A4,A4_master.geojson,119,crown_0120,120,,,missing,,,,,77.19981943001919,28.543982072720944,-1,-1,-1,-1,-1,-1,-1
A4:crown_0121,A4,A4_master.geojson,120,crown_0121,121,Saptparni,Saptparni,clean,,,,,77.19965918225857,28.543915958519992,0,0,0,0,0,0,0
A4:crown_0122,A4,A4_master.geojson,121,crown_0122,122,Jamun,Jamun,clean,,,,,77.19973507891895,28.544263012099496,0,0,0,0,0,0,0
A4:crown_0123,A4,A4_master.geojson,122,crown_0123,123,,,missing,,,,,77.19990945419643,28.54437337529735,-1,-1,-1,-1,-1,-1,-1
A4:crown_0124,A4,A4_master.geojson,123,crown_0124,124,,,missing,,,,,77.20012253081923,28.544255213554926,-1,-1,-1,-1,-1,-1,-1
A4:crown_0125,A4,A4_master.geojson,124,crown_0125,125,,,missing,,,,,77.19973218945242,28.54418172168476,-1,-1,-1,-1,-1,-1,-1
A4:crown_0126,A4,A4_master.geojson,125,crown_0126,126,"Mango, Jamun",,ambiguous_or_unknown,,,,,77.19971297984304,28.544355848559434,-1,-1,-1,-1,-1,-1,-1
A4:crown_0127,A4,A4_master.geojson,126,crown_0127,127,Neem,Neem,clean,,,,,77.20003765260796,28.543961648857643,1,0,0,0,0,0,0
A4:crown_0128,A4,A4_master.geojson,127,crown_0128,128,,,missing,,,,,77.1998288992485,28.544409942653765,-1,-1,-1,-1,-1,-1,-1
A4:crown_0129,A4,A4_master.geojson,128,crown_0129,129,,,missing,,,,,77.19957087607463,28.544285667880555,-1,-1,-1,-1,-1,-1,-1
A4:crown_0130,A4,A4_master.geojson,129,crown_0130,130,Neem,Neem,clean,,,,,77.19968753199859,28.54454420070441,1,0,0,0,0,0,0
A4:crown_0131,A4,A4_master.geojson,130,crown_0131,131,Peepal,Peepal,clean,,,,,77.20002660967977,28.54448507292107,1,0,0,0,0,0,0
A4:crown_0132,A4,A4_master.geojson,131,crown_0132,132,,,missing,,,,,77.19986683523493,28.544564785423358,-1,-1,-1,-1,-1,-1,-1
A4:crown_0133,A4,A4_master.geojson,132,crown_0133,133,,,missing,,,,,77.19989136023584,28.544696098098367,-1,-1,-1,-1,-1,-1,-1
A4:crown_0134,A4,A4_master.geojson,133,crown_0134,134,,,missing,,,,,77.1997656332888,28.54470617766185,-1,-1,-1,-1,-1,-1,-1
A4:crown_0135,A4,A4_master.geojson,134,crown_0135,135,,,missing,,,,,77.20003761597613,28.544751771241177,-1,-1,-1,-1,-1,-1,-1
A4:crown_0136,A4,A4_master.geojson,135,crown_0136,136,,,missing,,,,,77.2000407284417,28.544793969596252,-1,-1,-1,-1,-1,-1,-1
A4:crown_0137,A4,A4_master.geojson,136,crown_0137,137,,,missing,,,,,77.20023515416786,28.542817432918557,-1,-1,-1,-1,-1,-1,-1
A4:crown_0138,A4,A4_master.geojson,137,crown_0138,138,,,missing,,,,,77.2002282888067,28.54264656895818,-1,-1,-1,-1,-1,-1,-1
A4:crown_0139,A4,A4_master.geojson,138,crown_0139,139,,,missing,,,,,77.20024721491568,28.54292359358428,-1,-1,-1,-1,-1,-1,-1
A4:crown_0140,A4,A4_master.geojson,139,crown_0140,140,,,missing,,,,,77.20010181207087,28.543149414371833,-1,-1,-1,-1,-1,-1,-1
A4:crown_0141,A4,A4_master.geojson,140,crown_0141,141,,,missing,,,,,77.20017010536547,28.54309220766417,-1,-1,-1,-1,-1,-1,-1
A4:crown_0142,A4,A4_master.geojson,141,crown_0142,142,,,missing,,,,,77.20012168062361,28.542647119359245,-1,-1,-1,-1,-1,-1,-1
A4:crown_0143,A4,A4_master.geojson,142,crown_0143,143,,,missing,,,,,77.20044644623945,28.5427577473419,-1,-1,-1,-1,-1,-1,-1
A4:crown_0144,A4,A4_master.geojson,143,crown_0144,144,,,missing,,,,,77.20036203390298,28.54301944377503,-1,-1,-1,-1,-1,-1,-1
A4:crown_0145,A4,A4_master.geojson,144,crown_0145,145,,,missing,,,,,77.20022469138918,28.54272170408586,-1,-1,-1,-1,-1,-1,-1
A4:crown_0146,A4,A4_master.geojson,145,crown_0146,146,,,missing,,,,,77.20039291917104,28.54313185885647,-1,-1,-1,-1,-1,-1,-1
A4:crown_0147,A4,A4_master.geojson,146,crown_0147,147,Peepal,Peepal,clean,,,,,77.20039938950818,28.542649433790878,1,0,0,0,0,0,0
A4:crown_0148,A4,A4_master.geojson,147,crown_0148,148,Mango,Mango,clean,,,,,77.20010444095392,28.542878640100863,0,0,0,0,0,0,0
A4:crown_0149,A4,A4_master.geojson,148,crown_0149,149,,,missing,,,,,77.20011466676904,28.543416215012893,-1,-1,-1,-1,-1,-1,-1
A4:crown_0150,A4,A4_master.geojson,149,crown_0150,150,,,missing,,,,,77.20023726123553,28.543321143104716,-1,-1,-1,-1,-1,-1,-1
A4:crown_0151,A4,A4_master.geojson,150,crown_0151,151,Bananas,Banana,clean,,,,,77.20032208833317,28.543345589697978,0,0,0,0,0,0,0
A4:crown_0152,A4,A4_master.geojson,151,crown_0152,152,,,missing,,,,,77.20019331952436,28.54357827691302,-1,-1,-1,-1,-1,-1,-1
A4:crown_0153,A4,A4_master.geojson,152,crown_0153,153,,,missing,,,,,77.2004404942275,28.543452004512254,-1,-1,-1,-1,-1,-1,-1
A4:crown_0154,A4,A4_master.geojson,153,crown_0154,154,Bel,Bel,clean,,,,,77.20051423338381,28.54363096180109,2,1,0,0,0,0,0
A4:crown_0155,A4,A4_master.geojson,154,crown_0155,155,,,missing,,,,,77.20015284686193,28.543539418171314,-1,-1,-1,-1,-1,-1,-1
A4:crown_0156,A4,A4_master.geojson,155,crown_0156,156,,,missing,,,,,77.20010400668093,28.54321627879972,-1,-1,-1,-1,-1,-1,-1
A4:crown_0157,A4,A4_master.geojson,156,crown_0157,157,Unknown,,ambiguous_or_unknown,,,,,77.20043030589517,28.543413552157862,-1,-1,-1,-1,-1,-1,-1
A4:crown_0158,A4,A4_master.geojson,157,crown_0158,158,,,missing,,,,,77.2001578070248,28.543921663169662,-1,-1,-1,-1,-1,-1,-1
A4:crown_0159,A4,A4_master.geojson,158,crown_0159,159,Saptparni,Saptparni,clean,,,,,77.20012614759727,28.544019427709152,0,0,0,0,0,0,0
A4:crown_0160,A4,A4_master.geojson,159,crown_0160,160,Pilkhan,Pilkhan,clean,,,,,77.20037823864465,28.543865134013974,2,1,0,0,0,0,0
A4:crown_0161,A4,A4_master.geojson,160,crown_0161,161,,,missing,,,,,77.20043696301346,28.54394046889299,-1,-1,-1,-1,-1,-1,-1
A4:crown_0162,A4,A4_master.geojson,161,crown_0162,162,,,missing,,,,,77.20039401906071,28.543485707785113,-1,-1,-1,-1,-1,-1,-1
A4:crown_0163,A4,A4_master.geojson,162,crown_0163,163,Neem,Neem,clean,,,,,77.20005990944942,28.543576018590095,1,0,0,0,0,0,0
A4:crown_0164,A4,A4_master.geojson,163,crown_0164,164,Shahtoot,Shahtoot,clean,,,,,77.2001076335115,28.544399932855235,2,1,0,0,0,0,0
A4:crown_0165,A4,A4_master.geojson,164,crown_0165,165,Semal,Semal,clean,,,,,77.20026788201396,28.544459556030183,2,1,0,0,0,1,1
A4:crown_0166,A4,A4_master.geojson,165,crown_0166,166,Peepal,Peepal,clean,,,,,77.20047907451594,28.544182795914946,1,0,0,0,0,0,0
A4:crown_0167,A4,A4_master.geojson,166,crown_0167,167,,,missing,,,,,77.20025820542895,28.54429417404561,-1,-1,-1,-1,-1,-1,-1
A5:crown_0001,A5,A5_master.geojson,0,crown_0001,1,,,missing,,,,,77.19584506309948,28.54110682634143,-1,-1,-1,-1,-1,-1,-1
A5:crown_0002,A5,A5_master.geojson,1,crown_0002,2,,,missing,,,,,77.19605234237441,28.54097765424146,-1,-1,-1,-1,-1,-1,-1
A5:crown_0003,A5,A5_master.geojson,2,crown_0003,3,,,missing,,,,,77.19594291208561,28.540954196876385,-1,-1,-1,-1,-1,-1,-1
A5:crown_0004,A5,A5_master.geojson,3,crown_0004,4,,,missing,,,,,77.19646680175346,28.541141803273373,-1,-1,-1,-1,-1,-1,-1
A5:crown_0005,A5,A5_master.geojson,4,crown_0005,5,Neem,Neem,clean,,,,,77.19584160627791,28.5405857935404,1,0,0,0,0,0,0
A5:crown_0006,A5,A5_master.geojson,5,crown_0006,6,,,missing,,,,,77.19639498672188,28.541065935357498,-1,-1,-1,-1,-1,-1,-1
A5:crown_0007,A5,A5_master.geojson,6,crown_0007,7,,,missing,,,,,77.1962868370142,28.541234064257992,-1,-1,-1,-1,-1,-1,-1
A5:crown_0008,A5,A5_master.geojson,7,crown_0008,8,,,missing,,,,,77.1961936022197,28.540835761965884,-1,-1,-1,-1,-1,-1,-1
A5:crown_0009,A5,A5_master.geojson,8,crown_0009,9,,,missing,,,,,77.19622219680093,28.540903501724284,-1,-1,-1,-1,-1,-1,-1
A5:crown_0010,A5,A5_master.geojson,9,crown_0010,10,,,missing,,,,,77.19576573500892,28.54113110496394,-1,-1,-1,-1,-1,-1,-1
A5:crown_0011,A5,A5_master.geojson,10,crown_0011,11,,,missing,,,,,77.19627130543017,28.54108979704872,-1,-1,-1,-1,-1,-1,-1
A5:crown_0012,A5,A5_master.geojson,11,crown_0012,12,,,missing,,,,,77.19645782972306,28.540801688210134,-1,-1,-1,-1,-1,-1,-1
A5:crown_0013,A5,A5_master.geojson,12,crown_0013,13,,,missing,,,,,77.19580928399618,28.54094422791771,-1,-1,-1,-1,-1,-1,-1
A5:crown_0014,A5,A5_master.geojson,13,crown_0014,14,,,missing,,,,,77.19582093605945,28.54091528925518,-1,-1,-1,-1,-1,-1,-1
A5:crown_0015,A5,A5_master.geojson,14,crown_0015,15,,,missing,,,,,77.19640277992286,28.54082684923402,-1,-1,-1,-1,-1,-1,-1
A5:crown_0016,A5,A5_master.geojson,15,crown_0016,16,,,missing,,,,,77.19582366660232,28.540737862956888,-1,-1,-1,-1,-1,-1,-1
A5:crown_0017,A5,A5_master.geojson,16,crown_0017,17,,,missing,,,,,77.19629839746389,28.540805221717545,-1,-1,-1,-1,-1,-1,-1
A5:crown_0018,A5,A5_master.geojson,17,crown_0018,18,,,missing,,,,,77.19579932759228,28.54096513924468,-1,-1,-1,-1,-1,-1,-1
A5:crown_0019,A5,A5_master.geojson,18,crown_0019,19,,,missing,,,,,77.1959700392164,28.54089707143103,-1,-1,-1,-1,-1,-1,-1
A5:crown_0020,A5,A5_master.geojson,19,crown_0020,20,,,missing,,,,,77.19633067542911,28.540703428457128,-1,-1,-1,-1,-1,-1,-1
A5:crown_0021,A5,A5_master.geojson,20,crown_0021,21,,,missing,,,,,77.19644325283093,28.540859232029934,-1,-1,-1,-1,-1,-1,-1
A5:crown_0022,A5,A5_master.geojson,21,crown_0022,22,,,missing,,,,,77.19603179553886,28.541328917285043,-1,-1,-1,-1,-1,-1,-1
